Gene,COG,Description,Name,GOs,ECs,KEGG_ko,KEGG_Reaction,KEGG_TC,CAZy,PFAMs
PN96_RS01690,J,Responsible for synthesis of pseudouridine from uracil- 55 in the psi GC loop of transfer RNAs,truB,"GO:0001522,GO:0003674,GO:0003676,GO:0003723,GO:0003824,GO:0005488,GO:0006139,GO:0006396,GO:0006399,GO:0006400,GO:0006725,GO:0006807,GO:0008033,GO:0008150,GO:0008152,GO:0009451,GO:0009982,GO:0009987,GO:0010467,GO:0016070,GO:0016071,GO:0016556,GO:0016853,GO:0016866,GO:0034470,GO:0034641,GO:0034660,GO:0043170,GO:0043412,GO:0044237,GO:0044238,GO:0046483,GO:0071704,GO:0090304,GO:0097159,GO:1901360,GO:1901363,GO:1990481",5.4.99.25,ko:K03177,,,,"TruB-C_2,TruB_C_2,TruB_N"
PN96_RS01695,J,Forms an intersubunit bridge (bridge B4) with the 23S rRNA of the 50S subunit in the ribosome,rpsO,"GO:0003674,GO:0003676,GO:0003723,GO:0003735,GO:0005198,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0006412,GO:0006518,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0015935,GO:0019538,GO:0019843,GO:0022626,GO:0022627,GO:0032991,GO:0034641,GO:0034645,GO:0043043,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0071704,GO:0097159,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1990904",,ko:K02956,,,,Ribosomal_S15
PN96_RS01700,J,Involved in mRNA degradation. Catalyzes the phosphorolysis of single-stranded polyribonucleotides processively in the 3'- to 5'-direction,pnp,"GO:0003674,GO:0003676,GO:0003723,GO:0003824,GO:0004654,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006139,GO:0006396,GO:0006401,GO:0006402,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009056,GO:0009057,GO:0009892,GO:0009987,GO:0010467,GO:0010468,GO:0010605,GO:0010629,GO:0016070,GO:0016071,GO:0016740,GO:0016772,GO:0016779,GO:0019222,GO:0019439,GO:0034641,GO:0034655,GO:0043167,GO:0043169,GO:0043170,GO:0044237,GO:0044238,GO:0044248,GO:0044260,GO:0044265,GO:0044270,GO:0044424,GO:0044464,GO:0046483,GO:0046700,GO:0046872,GO:0048519,GO:0050789,GO:0060255,GO:0065007,GO:0071704,GO:0090304,GO:0097159,GO:1901360,GO:1901361,GO:1901363,GO:1901575",2.7.7.8,ko:K00962,"R00437,R00438,R00439,R00440",,,"KH_1,PNPase,RNase_PH,RNase_PH_C,S1"
PN96_RS01705,M,May be involved in cell division,nlpI,,,ko:K05803,,,,TPR_8
PN96_RS01710,V,Na driven multidrug efflux pump,vmrA,,,,,,,MatE
PN96_RS01715,O,COG0826 Collagenase and related proteases,yhbV,,,,,,,Peptidase_U32
PN96_RS01720,O,COG0826 Collagenase and related proteases,yhbU,,,ko:K08303,,,,Peptidase_U32
PN96_RS01725,T,"signal transduction protein containing a membrane domain, an EAL and a GGDEF domain",VV2690,,3.1.4.52,ko:K20965,,,,"EAL,GGDEF,PAS_4,PAS_8,PAS_9"
PN96_RS01730,I,lipid carrier protein,,,,,,,,SCP2
PN96_RS01735,S,Acetyltransferase,yhbS,,,ko:K03824,,,,"Acetyltransf_1,Acetyltransf_7,Acetyltransf_9"
PN96_RS01740,L,"DNA polymerase III is a complex, multichain enzyme responsible for most of the replicative synthesis in bacteria. This DNA polymerase also exhibits 3' to 5' exonuclease activity. The exact function of the psi subunit is",holD,,2.7.7.7,ko:K02344,"R00375,R00376,R00377,R00378",,,DNA_III_psi
PN96_RS01745,K,This enzyme acetylates the N-terminal alanine of ribosomal protein S18,rimI,,2.3.1.128,ko:K03789,,,,"Acetyltransf_1,Acetyltransf_10"
PN96_RS01750,J,"Increases the formation of ribosomal termination complexes and stimulates activities of RF-1 and RF-2. It binds guanine nucleotides and has strong preference for UGA stop codons. It may interact directly with the ribosome. The stimulation of RF- 1 and RF-2 is significantly reduced by GTP and GDP, but not by GMP",prfC,"GO:0000166,GO:0001882,GO:0001883,GO:0003674,GO:0003676,GO:0003723,GO:0003747,GO:0003824,GO:0003924,GO:0005488,GO:0005525,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006412,GO:0006415,GO:0006518,GO:0006807,GO:0008079,GO:0008135,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0016043,GO:0016150,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0017076,GO:0017111,GO:0019001,GO:0019538,GO:0022411,GO:0032549,GO:0032550,GO:0032553,GO:0032555,GO:0032561,GO:0032984,GO:0034641,GO:0034645,GO:0035639,GO:0036094,GO:0043043,GO:0043167,GO:0043168,GO:0043170,GO:0043603,GO:0043604,GO:0043624,GO:0043933,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044424,GO:0044444,GO:0044464,GO:0071704,GO:0071840,GO:0097159,GO:0097367,GO:1901265,GO:1901363,GO:1901564,GO:1901566,GO:1901576",,ko:K02837,,,,"GTP_EFTU,GTP_EFTU_D2,RF3_C"
PN96_RS01755,S,Family of unknown function (DUF5363),,,,,,,,DUF5363
PN96_RS01760,L,COG0084 Mg-dependent DNase,yjjV,,,ko:K03424,,,,TatD_DNase
PN96_RS01765,U,Belongs to the concentrative nucleoside transporter (CNT) (TC 2.A.41) family,,,,ko:K03317,,2.A.41,,"Gate,Nucleos_tra2_C,Nucleos_tra2_N"
PN96_RS01770,F,Catalyzes a reversible aldol reaction between acetaldehyde and D-glyceraldehyde 3-phosphate to generate 2-deoxy- D-ribose 5-phosphate,deoC,"GO:0003674,GO:0003824,GO:0004139,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005975,GO:0006139,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009056,GO:0009058,GO:0009117,GO:0009166,GO:0009262,GO:0009264,GO:0009987,GO:0016052,GO:0016829,GO:0016830,GO:0016832,GO:0018130,GO:0019438,GO:0019439,GO:0019637,GO:0019692,GO:0034404,GO:0034641,GO:0034654,GO:0034655,GO:0044237,GO:0044238,GO:0044248,GO:0044249,GO:0044270,GO:0044271,GO:0044281,GO:0044283,GO:0044424,GO:0044464,GO:0046386,GO:0046434,GO:0046483,GO:0046700,GO:0055086,GO:0071704,GO:1901135,GO:1901136,GO:1901292,GO:1901360,GO:1901361,GO:1901362,GO:1901575,GO:1901576",4.1.2.4,ko:K01619,R01066,,,DeoC
PN96_RS01775,F,"The enzymes which catalyze the reversible phosphorolysis of pyrimidine nucleosides are involved in the degradation of these compounds and in their utilization as carbon and energy sources, or in the rescue of pyrimidine bases for nucleotide synthesis",deoA,"GO:0003674,GO:0003824,GO:0004645,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006139,GO:0006206,GO:0006213,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009032,GO:0009112,GO:0009116,GO:0009987,GO:0016154,GO:0016740,GO:0016757,GO:0016758,GO:0016763,GO:0034641,GO:0044237,GO:0044238,GO:0044281,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0055086,GO:0071704,GO:0072527,GO:1901135,GO:1901360,GO:1901564,GO:1901657",2.4.2.4,ko:K00758,"R01570,R02484,R08222,R08230",,,"Glycos_trans_3N,Glycos_transf_3,PYNP_C"
PN96_RS01780,G,Phosphotransfer between the C1 and C5 carbon atoms of pentose,deoB,"GO:0000287,GO:0003674,GO:0003824,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006015,GO:0006139,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0008973,GO:0009058,GO:0009117,GO:0009987,GO:0016853,GO:0016866,GO:0016868,GO:0019637,GO:0019693,GO:0034641,GO:0043094,GO:0043167,GO:0043169,GO:0044237,GO:0044238,GO:0044281,GO:0044424,GO:0044444,GO:0044464,GO:0046390,GO:0046391,GO:0046483,GO:0046872,GO:0055086,GO:0071704,GO:0090407,GO:1901135,GO:1901137,GO:1901360,GO:1901576",5.4.2.7,ko:K01839,"R01057,R02749",,,Metalloenzyme
PN96_RS01785,F,phosphorylase,deoD,"GO:0003674,GO:0003824,GO:0004731,GO:0006139,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009116,GO:0009987,GO:0016740,GO:0016757,GO:0016763,GO:0034641,GO:0044237,GO:0044238,GO:0044281,GO:0046483,GO:0055086,GO:0071704,GO:1901135,GO:1901360,GO:1901564,GO:1901657",2.4.2.1,ko:K03784,"R01561,R01863,R01969,R02147,R02294,R02295,R02297,R02484,R02557,R02748,R08368,R10244",,,PNP_UDP_1
PN96_RS01790,S,membrane protein affecting hemolysin expression,smp,,,ko:K07186,,,,SMP_2
PN96_RS01795,E,phosphoserine phosphatase,serB,"GO:0001505,GO:0003674,GO:0003824,GO:0004647,GO:0005488,GO:0006082,GO:0006520,GO:0006544,GO:0006545,GO:0006563,GO:0006564,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0008652,GO:0009058,GO:0009069,GO:0009070,GO:0009987,GO:0016053,GO:0016311,GO:0016787,GO:0016788,GO:0016791,GO:0017144,GO:0019752,GO:0042133,GO:0042136,GO:0042578,GO:0043167,GO:0043169,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044281,GO:0044283,GO:0046394,GO:0046872,GO:0065007,GO:0065008,GO:0071704,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607",3.1.3.3,ko:K01079,R00582,,,"HAD,Hydrolase"
PN96_RS01800,S,PilZ domain,,,,,,,,PilZ
PN96_RS01805,O,"DNA-dependent ATPase involved in processing of recombination intermediates, plays a role in repairing DNA breaks. Stimulates the branch migration of RecA-mediated strand transfer reactions, allowing the 3' invading strand to extend heteroduplex DNA faster. Binds ssDNA in the presence of ADP but not other nucleotides, has ATPase activity that is stimulated by ssDNA and various branched DNA structures, but inhibited by SSB. Does not have RecA's homology-searching function",radA,,,ko:K04485,,,,"AAA_25,ATPase,ChlI"
PN96_RS01810,J,"Catalyzes the GTP-dependent ribosomal translocation step during translation elongation. During this step, the ribosome changes from the pre-translocational (PRE) to the post- translocational (POST) state as the newly formed A-site-bound peptidyl-tRNA and P-site-bound deacylated tRNA move to the P and E sites, respectively. Catalyzes the coordinated movement of the two tRNA molecules, the mRNA and conformational changes in the ribosome",fusA2,"GO:0000166,GO:0001882,GO:0001883,GO:0003674,GO:0003676,GO:0003723,GO:0003746,GO:0003824,GO:0003924,GO:0005488,GO:0005525,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006412,GO:0006414,GO:0006518,GO:0006807,GO:0008135,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0017076,GO:0017111,GO:0019001,GO:0019538,GO:0032549,GO:0032550,GO:0032553,GO:0032555,GO:0032561,GO:0034641,GO:0034645,GO:0035639,GO:0036094,GO:0043043,GO:0043167,GO:0043168,GO:0043170,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044424,GO:0044464,GO:0071704,GO:0097159,GO:0097367,GO:1901265,GO:1901363,GO:1901564,GO:1901566,GO:1901576",,ko:K02355,,,,"EFG_C,EFG_II,EFG_IV,GTP_EFTU,GTP_EFTU_D2"
PN96_RS01815,K,"Bacterial regulatory helix-turn-helix protein, lysR family",,,,ko:K03566,,,,"HTH_1,LysR_substrate"
PN96_RS01825,I,COG1022 Long-chain acyl-CoA synthetases (AMP-forming),,,6.2.1.3,ko:K01897,R01280,4.C.1.1,,AMP-binding
PN96_RS01830,K,COG2207 AraC-type DNA-binding domain-containing proteins,,,,,,,,HTH_18
PN96_RS24120,,,,,,,,,,
PN96_RS01835,OU,"COG4960 Flp pilus assembly protein, protease CpaA",,,3.4.23.43,ko:K02278,,,,Peptidase_A24
PN96_RS01840,O,ATPase with chaperone activity,,,,,,,,
PN96_RS01845,U,COG3745 Flp pilus assembly protein CpaB,VV2661,,,ko:K02279,,,,"RcpC,SAF"
PN96_RS01850,U,Belongs to the GSP D family,,,,ko:K02280,,,,"BON,Secretin,T2SS-T3SS_pil_N"
PN96_RS01855,,,,,,,,,,
PN96_RS01860,U,Putative Flp pilus-assembly TadE/G-like,,,,,,,,Tad
PN96_RS01865,U,TadE-like protein,,,,,,,,TadE
PN96_RS01870,U,TadE-like protein,VP2414,,,,,,,TadE
PN96_RS01875,U,"COG4963 Flp pilus assembly protein, ATPase CpaE",,,,ko:K02282,,,,AAA_31
PN96_RS01880,U,"COG4962 Flp pilus assembly protein, ATPase CpaF",,,,ko:K02283,,,,T2SSE
PN96_RS01885,U,COG4965 Flp pilus assembly protein TadB,,,,ko:K12510,,,,T2SSF
PN96_RS01890,NU,COG2064 Flp pilus assembly protein TadC,VV2651,,,ko:K12511,,,,T2SSF
PN96_RS01895,S,COG0457 FOG TPR repeat,VP2409,,,,,,,"TPR_1,TPR_16,TPR_17,TPR_2,TPR_8"
PN96_RS01900,M,Catalyzes the transfer of 4-deoxy-4-formamido-L- arabinose from UDP to undecaprenyl phosphate. The modified arabinose is attached to lipid A and is required for resistance to polymyxin and cationic antimicrobial peptides,gtrB,"GO:0003674,GO:0003824,GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0016021,GO:0016740,GO:0016757,GO:0031224,GO:0044425,GO:0044464,GO:0071944",,ko:K20534,,4.D.2.1.9,GT2,Glycos_transf_2
PN96_RS01915,Q,Methyltransferase domain,,,,,,,,Methyltransf_23
PN96_RS01920,M,Glycosyl transferase family 2,,,,,,,,Glycos_transf_2
PN96_RS01930,P,COG2059 Chromate transport protein ChrA,,,,ko:K07240,,2.A.51.1,,Chromate_transp
PN96_RS01935,K,"Bacterial regulatory helix-turn-helix protein, lysR family",,,,,,,,"HTH_1,LysR_substrate"
PN96_RS01940,K,COG1609 Transcriptional regulators,ebgR,,,ko:K12113,,,,"LacI,Peripla_BP_3"
PN96_RS01945,K,transcriptional regulators,,,,,,,,
PN96_RS01950,S,Outer membrane protein beta-barrel domain,,,,,,,,OMP_b-brl
PN96_RS01955,P,"Gamma-glutamyl cyclotransferase, AIG2-like",VV2631,,,,,,,GGACT
PN96_RS01960,P,involved in response to NO,,,,ko:K07234,,,,NnrS
PN96_RS01965,P,COG0598 Mg2 and Co2 transporters,,,,ko:K16074,,1.A.35.4,,CorA
PN96_RS01970,C,Belongs to the FAD-dependent glycerol-3-phosphate dehydrogenase family,glpD,,1.1.5.3,ko:K00111,R00848,,,"DAO,DAO_C"
PN96_RS01975,K,COG1349 Transcriptional regulators of sugar metabolism,glpR,,,ko:K02444,,,,"DeoRC,HTH_DeoR"
PN96_RS01980,F,Key enzyme in the regulation of glycerol uptake and metabolism. Catalyzes the phosphorylation of glycerol to yield sn- glycerol 3-phosphate,glpK,"GO:0000166,GO:0003674,GO:0003824,GO:0004370,GO:0005488,GO:0005524,GO:0005975,GO:0006066,GO:0006071,GO:0006072,GO:0006793,GO:0006796,GO:0008144,GO:0008150,GO:0008152,GO:0009056,GO:0009987,GO:0016052,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016773,GO:0017076,GO:0019400,GO:0019405,GO:0019563,GO:0019637,GO:0019751,GO:0030554,GO:0032553,GO:0032555,GO:0032559,GO:0035639,GO:0036094,GO:0043167,GO:0043168,GO:0044237,GO:0044238,GO:0044248,GO:0044262,GO:0044275,GO:0044281,GO:0044282,GO:0046164,GO:0046174,GO:0052646,GO:0071704,GO:0097159,GO:0097367,GO:1901135,GO:1901265,GO:1901363,GO:1901575,GO:1901615,GO:1901616",2.7.1.30,ko:K00864,R00847,,,"FGGY_C,FGGY_N"
PN96_RS01985,U,Belongs to the MIP aquaporin (TC 1.A.8) family,glpF,,,ko:K02440,,"1.A.8.1,1.A.8.2",,MIP
PN96_RS01990,G,COG2271 Sugar phosphate permease,glpT,,,ko:K02445,,2.A.1.4.3,,MFS_1
PN96_RS01995,C,glycerophosphoryl diester phosphodiesterase,glpQ,,3.1.4.46,ko:K01126,"R01030,R01470",,,GDPD
PN96_RS02000,H,Catalyzes the conversion of the cyclic tetrahydrodipicolinate (THDP) into the acyclic N-succinyl-L-2- amino-6-oxopimelate using succinyl-CoA,dapD,"GO:0003674,GO:0003824,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006082,GO:0006520,GO:0006553,GO:0006807,GO:0008150,GO:0008152,GO:0008652,GO:0008666,GO:0009058,GO:0009066,GO:0009067,GO:0009085,GO:0009089,GO:0009987,GO:0016053,GO:0016410,GO:0016740,GO:0016746,GO:0016747,GO:0016748,GO:0016749,GO:0019752,GO:0019877,GO:0043167,GO:0043169,GO:0043436,GO:0043648,GO:0043650,GO:0044237,GO:0044238,GO:0044249,GO:0044281,GO:0044283,GO:0044424,GO:0044464,GO:0046394,GO:0046451,GO:0046872,GO:0071704,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607",2.3.1.117,ko:K00674,R04365,,,"Hexapep_2,THDPS_M,THDPS_N"
PN96_RS02005,S,amine dehydrogenase activity,,,,,,,,
PN96_RS02010,S,protein conserved in bacteria,,,,ko:K09918,,,,YebG
PN96_RS02015,K,Transcriptional regulator,,,,,,,,"HTH_1,LysR_substrate"
PN96_RS02020,P,COG1275 Tellurite resistance protein and related permeases,,,,,,,,SLAC1
PN96_RS02025,S,Domain of unknown function (DUF3413),,,,ko:K07014,,,,"DUF3413,Sulfatase"
PN96_RS02030,L,"A helicase nuclease that prepares dsDNA breaks (DSB) for recombinational DNA repair. Binds to DSBs and unwinds DNA via a highly rapid and processive ATP-dependent bidirectional helicase activity. Unwinds dsDNA until it encounters a Chi (crossover hotspot instigator) sequence from the 3' direction. Cuts ssDNA a few nucleotides 3' to the Chi site. The properties and activities of the enzyme are changed at Chi. The Chi-altered holoenzyme produces a long 3'-ssDNA overhang and facilitates RecA-binding to the ssDNA for homologous DNA recombination and repair. Holoenzyme degrades any linearized DNA that is unable to undergo homologous recombination. In the holoenzyme this subunit recognizes the wild- type Chi sequence, and when added to isolated RecB increases its ATP-dependent helicase processivity",recC,,3.1.11.5,ko:K03583,,,,Exonuc_V_gamma
PN96_RS02040,L,"A helicase nuclease that prepares dsDNA breaks (DSB) for recombinational DNA repair. Binds to DSBs and unwinds DNA via a highly rapid and processive ATP-dependent bidirectional helicase activity. Unwinds dsDNA until it encounters a Chi (crossover hotspot instigator) sequence from the 3' direction. Cuts ssDNA a few nucleotides 3' to the Chi site. The properties and activities of the enzyme are changed at Chi. The Chi-altered holoenzyme produces a long 3'-ssDNA overhang and facilitates RecA-binding to the ssDNA for homologous DNA recombination and repair. Holoenzyme degrades any linearized DNA that is unable to undergo homologous recombination. In the holoenzyme this subunit contributes ATPase, 3'-5' helicase, exonuclease activity and loads RecA onto ssDNA",recB,,3.1.11.5,ko:K03582,,,,"PDDEXK_1,UvrD-helicase,UvrD_C"
PN96_RS02045,L,A helicase nuclease that prepares dsDNA breaks (DSB) for recombinational DNA repair. Binds to DSBs and unwinds DNA via a highly rapid and processive ATP-dependent bidirectional helicase activity. Unwinds dsDNA until it encounters a Chi (crossover hotspot instigator) sequence from the 3' direction. Cuts ssDNA a few nucleotides 3' to the Chi site. The properties and activities of the enzyme are changed at Chi. The Chi-altered holoenzyme produces a long 3'-ssDNA overhang and facilitates RecA-binding to the ssDNA for homologous DNA recombination and repair. Holoenzyme degrades any linearized DNA that is unable to undergo homologous recombination. In the holoenzyme this subunit has ssDNA-dependent ATPase and 5'-3' helicase activity. When added to pre-assembled RecBC greatly stimulates nuclease activity and augments holoenzyme processivity. Negatively regulates the RecA-loading ability of RecBCD,recD,,3.1.11.5,ko:K03581,,,,"AAA_30,UvrD_C_2"
PN96_RS02050,E,Amino-acid acetyltransferase,argA,"GO:0003674,GO:0003824,GO:0004042,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006082,GO:0006520,GO:0006525,GO:0006526,GO:0006807,GO:0008080,GO:0008150,GO:0008152,GO:0008652,GO:0009058,GO:0009064,GO:0009084,GO:0009987,GO:0016053,GO:0016407,GO:0016410,GO:0016740,GO:0016746,GO:0016747,GO:0019752,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044281,GO:0044283,GO:0044424,GO:0044464,GO:0046394,GO:0071704,GO:0103045,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607",2.3.1.1,ko:K14682,R00259,,,"AA_kinase,Acetyltransf_1"
PN96_RS02055,S,Protein of unknown function (DUF2850),,,,,,,,DUF2850
PN96_RS02060,M,membrane-bound lytic murein transglycosylase,mltA,"GO:0000270,GO:0003674,GO:0003824,GO:0004553,GO:0005575,GO:0005623,GO:0006022,GO:0006026,GO:0006027,GO:0006807,GO:0008150,GO:0008152,GO:0009056,GO:0009057,GO:0009253,GO:0009254,GO:0009279,GO:0009987,GO:0016020,GO:0016043,GO:0016787,GO:0016798,GO:0016829,GO:0019867,GO:0030203,GO:0030312,GO:0030313,GO:0031975,GO:0043170,GO:0044462,GO:0044464,GO:0045229,GO:0071554,GO:0071555,GO:0071704,GO:0071840,GO:0071944,GO:1901135,GO:1901136,GO:1901564,GO:1901565,GO:1901575",,ko:K08304,,,GH102,"3D,MltA"
PN96_RS02065,H,COG1179 Dinucleotide-utilizing enzymes involved in molybdopterin and thiamine biosynthesis family 1,ygdL,,,ko:K22132,,,,ThiF
PN96_RS02070,S,COG2166 SufE protein probably involved in Fe-S center assembly,csdE,,,ko:K02426,,,,SufE
PN96_RS02075,T,COG2199 FOG GGDEF domain,,,,,,,,GGDEF
PN96_RS02080,E,"Catalyzes the removal of elemental sulfur and selenium atoms from L-cysteine, L-cystine, L-selenocysteine, and L- selenocystine to produce L-alanine",csdA,"GO:0000096,GO:0003674,GO:0003824,GO:0005488,GO:0006082,GO:0006520,GO:0006534,GO:0006790,GO:0006807,GO:0008144,GO:0008150,GO:0008152,GO:0008483,GO:0009069,GO:0009987,GO:0016043,GO:0016226,GO:0016740,GO:0016769,GO:0016782,GO:0016783,GO:0019752,GO:0019842,GO:0022607,GO:0030170,GO:0031071,GO:0031163,GO:0036094,GO:0043167,GO:0043168,GO:0043436,GO:0044085,GO:0044237,GO:0044238,GO:0044281,GO:0048037,GO:0050662,GO:0051186,GO:0070279,GO:0071704,GO:0071840,GO:0097159,GO:1901363,GO:1901564,GO:1901605","2.8.1.7,4.4.1.16","ko:K01766,ko:K11717","R03599,R11528",,,Aminotran_5
PN96_RS02085,S,monophosphate biosynthesis enzyme,yajL,,3.5.1.124,ko:K03152,,,,DJ-1_PfpI
PN96_RS02090,H,Catalyzes the NADPH-dependent reduction of ketopantoate into pantoic acid,panE,"GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006082,GO:0006520,GO:0006573,GO:0006575,GO:0006732,GO:0006766,GO:0006767,GO:0006807,GO:0008150,GO:0008152,GO:0008677,GO:0009058,GO:0009081,GO:0009108,GO:0009110,GO:0009987,GO:0015939,GO:0015940,GO:0016053,GO:0016491,GO:0016614,GO:0016616,GO:0019752,GO:0032787,GO:0033317,GO:0034641,GO:0042364,GO:0042398,GO:0043436,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044283,GO:0044424,GO:0044464,GO:0046394,GO:0051186,GO:0051188,GO:0055114,GO:0071704,GO:0072330,GO:1901564,GO:1901566,GO:1901576,GO:1901605",1.1.1.169,ko:K00077,R02472,,,"ApbA,ApbA_C"
PN96_RS02095,M,"Nucleoside-specific channel-forming protein, Tsx",ompK,"GO:0003674,GO:0005215,GO:0005337,GO:0005575,GO:0005623,GO:0006810,GO:0008150,GO:0009279,GO:0015858,GO:0015931,GO:0015932,GO:0016020,GO:0019867,GO:0022857,GO:0030312,GO:0030313,GO:0031975,GO:0044462,GO:0044464,GO:0051179,GO:0051234,GO:0055085,GO:0071702,GO:0071705,GO:0071944,GO:1901264,GO:1901505,GO:1901642",,ko:K05517,,1.B.10,,Channel_Tsx
PN96_RS02100,S,to the N-terminal domain of Lon protease,,,,ko:K07157,,,,LON_substr_bdg
PN96_RS02105,G,Domain of unknown function (DUF4397),,,,,,,,DUF4397
PN96_RS02110,K,Belongs to the sigma-70 factor family. ECF subfamily,,,,ko:K03088,,,,"Sigma70_r2,Sigma70_r4,Sigma70_r4_2"
PN96_RS02115,T,COG3806 Anti-sigma factor,,,,ko:K07167,,,,"Cupin_7,zf-HC2"
PN96_RS02120,G,COG0477 Permeases of the major facilitator superfamily,ampG,,,ko:K08218,,2.A.1.25,,MFS_1
PN96_RS02125,M,PPIases accelerate the folding of proteins. It catalyzes the cis-trans isomerization of proline imidic peptide bonds in oligopeptides,rotA,,5.2.1.8,ko:K03767,,,,Pro_isomerase
PN96_RS02130,M,lipoprotein,VV2594,,,ko:K07286,,,,Lipoprotein_16
PN96_RS02135,J,Specifically methylates the guanine in position 1835 (m2G1835) of 23S rRNA,rlmG,"GO:0000154,GO:0001510,GO:0003674,GO:0003676,GO:0003824,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006139,GO:0006364,GO:0006396,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0008168,GO:0008170,GO:0008173,GO:0008649,GO:0008757,GO:0008990,GO:0009451,GO:0009987,GO:0010467,GO:0016070,GO:0016072,GO:0016435,GO:0016740,GO:0016741,GO:0022613,GO:0031167,GO:0032259,GO:0034470,GO:0034641,GO:0034660,GO:0042254,GO:0043170,GO:0043412,GO:0043414,GO:0044085,GO:0044237,GO:0044238,GO:0044260,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0052916,GO:0070475,GO:0071704,GO:0071840,GO:0090304,GO:0097159,GO:0140098,GO:0140102,GO:1901360,GO:1901363",2.1.1.174,ko:K11391,R07234,,,"MTS,MTS_N"
